index,Product Title,Seller Name,Review,Rating
332,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""I mean, it's a gripping cone for a cricket bat. If you're reading this review, you probably know what this does, and you can rest assured it does it. Or rather, it enables you to do it. Unless you are an industrial gripper and want a vacuum pump, or you want to use the carrier bag trick to do it on a shoestring, this is the best tool for the job.Get a grip, people. And a grip cone - this one does fine..."", '']",['1.0 out of 5 stars']
333,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'I bought this item predominantly for the bat (linseed) oil, however it also comes with a cloth, sandpaper, toe guards & glue, all of which are packed into a handy carrying case which fits comfortably and unobtrusively into a cricket bag. This is an essential for any cricketer wanting to keep his bat in tiptop condition and i would thoroughly recommend it to anyone.', '']",['1.0 out of 5 stars']
334,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Not GM tape. Generic chinese pvc tape. Won't bother commenting on function - it's straight up miss-sold."", '']",['1.0 out of 5 stars']
335,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Bought this to re-grip my cricket bat and found the task a lot harder than I expected. I appreciate this was partly due to my inexperience and re-gripping but the cone also didnt fit as smoothly on my bat handle. It felt uneven and I really had to press hard on top for it work as intended.I suppose some filing around the inside may resolve this but I didn't have the time or patience.Overall, it did do the job but not as easy as I had expected."", '']",['1.0 out of 5 stars']
336,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'Bought a couple of days ago and Can’t believe that the glue for the toes of the bat are out of date. The glue was manufactured on 09/2018 (September 2018) and the package says that the glue is it’s best 12 months after that date. Does that mean the glue I’m now using is not it’s best and not going to stick very well', '']",['1.0 out of 5 stars']
337,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'My son plays cricket frequently and often uses this mallet. He has no complaints about this item, which he has been using for many months now. Happy to recommend.', '']",['1.0 out of 5 stars']
338,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'This is a good solid cricket bat mallet ideal for knocking in any decent cricket bat prior to its first use. It is well constructed and heavy duty and i imagine that it should last for years.I have no hesitation in recommending this item.', '']",['1.0 out of 5 stars']
339,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'If you struggle to apply a cricket grip, you’ll probably still struggle to apply one !', '']",['1.0 out of 5 stars']
340,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'The oil, cloth and sandpaper worked well but the glue and rubber for the bottom of the bat didn’t work, followed the instructions and it came off before the game even started.', '']",['1.0 out of 5 stars']
341,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Having read some of the reviews it seems many have no idea as to how to use this kit.Oil - plenty big enough bottle.  Will last for years as you only need a tiny amount per application.Sandpaper - yes, it's rough.  It's meant to be.  It's not for the face of the bat but to rough up toe and rubber of toe guard to increase bonding.Glue - not wood glue.  Do not use on the bat face.  It's for bonding toe guard to toe.  Plus, follow the instructions else it won't be a great bond.The kit is what it is, useful but not mind-blowing."", '']",['3.0 out of 5 stars']
342,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""I mean, it's a gripping cone for a cricket bat. If you're reading this review, you probably know what this does, and you can rest assured it does it. Or rather, it enables you to do it. Unless you are an industrial gripper and want a vacuum pump, or you want to use the carrier bag trick to do it on a shoestring, this is the best tool for the job.Get a grip, people. And a grip cone - this one does fine..."", '']",['3.0 out of 5 stars']
343,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'I bought this item predominantly for the bat (linseed) oil, however it also comes with a cloth, sandpaper, toe guards & glue, all of which are packed into a handy carrying case which fits comfortably and unobtrusively into a cricket bag. This is an essential for any cricketer wanting to keep his bat in tiptop condition and i would thoroughly recommend it to anyone.', '']",['3.0 out of 5 stars']
344,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Not GM tape. Generic chinese pvc tape. Won't bother commenting on function - it's straight up miss-sold."", '']",['3.0 out of 5 stars']
345,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Bought this to re-grip my cricket bat and found the task a lot harder than I expected. I appreciate this was partly due to my inexperience and re-gripping but the cone also didnt fit as smoothly on my bat handle. It felt uneven and I really had to press hard on top for it work as intended.I suppose some filing around the inside may resolve this but I didn't have the time or patience.Overall, it did do the job but not as easy as I had expected."", '']",['3.0 out of 5 stars']
346,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'Bought a couple of days ago and Can’t believe that the glue for the toes of the bat are out of date. The glue was manufactured on 09/2018 (September 2018) and the package says that the glue is it’s best 12 months after that date. Does that mean the glue I’m now using is not it’s best and not going to stick very well', '']",['3.0 out of 5 stars']
347,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'My son plays cricket frequently and often uses this mallet. He has no complaints about this item, which he has been using for many months now. Happy to recommend.', '']",['3.0 out of 5 stars']
348,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'This is a good solid cricket bat mallet ideal for knocking in any decent cricket bat prior to its first use. It is well constructed and heavy duty and i imagine that it should last for years.I have no hesitation in recommending this item.', '']",['3.0 out of 5 stars']
349,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'If you struggle to apply a cricket grip, you’ll probably still struggle to apply one !', '']",['3.0 out of 5 stars']
350,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'The oil, cloth and sandpaper worked well but the glue and rubber for the bottom of the bat didn’t work, followed the instructions and it came off before the game even started.', '']",['3.0 out of 5 stars']
351,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Having read some of the reviews it seems many have no idea as to how to use this kit.Oil - plenty big enough bottle.  Will last for years as you only need a tiny amount per application.Sandpaper - yes, it's rough.  It's meant to be.  It's not for the face of the bat but to rough up toe and rubber of toe guard to increase bonding.Glue - not wood glue.  Do not use on the bat face.  It's for bonding toe guard to toe.  Plus, follow the instructions else it won't be a great bond.The kit is what it is, useful but not mind-blowing."", '']",['1.0 out of 5 stars']
352,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""I mean, it's a gripping cone for a cricket bat. If you're reading this review, you probably know what this does, and you can rest assured it does it. Or rather, it enables you to do it. Unless you are an industrial gripper and want a vacuum pump, or you want to use the carrier bag trick to do it on a shoestring, this is the best tool for the job.Get a grip, people. And a grip cone - this one does fine..."", '']",['1.0 out of 5 stars']
353,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'I bought this item predominantly for the bat (linseed) oil, however it also comes with a cloth, sandpaper, toe guards & glue, all of which are packed into a handy carrying case which fits comfortably and unobtrusively into a cricket bag. This is an essential for any cricketer wanting to keep his bat in tiptop condition and i would thoroughly recommend it to anyone.', '']",['1.0 out of 5 stars']
354,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Not GM tape. Generic chinese pvc tape. Won't bother commenting on function - it's straight up miss-sold."", '']",['1.0 out of 5 stars']
355,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Bought this to re-grip my cricket bat and found the task a lot harder than I expected. I appreciate this was partly due to my inexperience and re-gripping but the cone also didnt fit as smoothly on my bat handle. It felt uneven and I really had to press hard on top for it work as intended.I suppose some filing around the inside may resolve this but I didn't have the time or patience.Overall, it did do the job but not as easy as I had expected."", '']",['1.0 out of 5 stars']
356,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'Bought a couple of days ago and Can’t believe that the glue for the toes of the bat are out of date. The glue was manufactured on 09/2018 (September 2018) and the package says that the glue is it’s best 12 months after that date. Does that mean the glue I’m now using is not it’s best and not going to stick very well', '']",['1.0 out of 5 stars']
357,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'My son plays cricket frequently and often uses this mallet. He has no complaints about this item, which he has been using for many months now. Happy to recommend.', '']",['1.0 out of 5 stars']
358,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'This is a good solid cricket bat mallet ideal for knocking in any decent cricket bat prior to its first use. It is well constructed and heavy duty and i imagine that it should last for years.I have no hesitation in recommending this item.', '']",['1.0 out of 5 stars']
359,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'If you struggle to apply a cricket grip, you’ll probably still struggle to apply one !', '']",['1.0 out of 5 stars']
360,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'The oil, cloth and sandpaper worked well but the glue and rubber for the bottom of the bat didn’t work, followed the instructions and it came off before the game even started.', '']",['1.0 out of 5 stars']
361,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Having read some of the reviews it seems many have no idea as to how to use this kit.Oil - plenty big enough bottle.  Will last for years as you only need a tiny amount per application.Sandpaper - yes, it's rough.  It's meant to be.  It's not for the face of the bat but to rough up toe and rubber of toe guard to increase bonding.Glue - not wood glue.  Do not use on the bat face.  It's for bonding toe guard to toe.  Plus, follow the instructions else it won't be a great bond.The kit is what it is, useful but not mind-blowing."", '']",['5.0 out of 5 stars']
362,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""I mean, it's a gripping cone for a cricket bat. If you're reading this review, you probably know what this does, and you can rest assured it does it. Or rather, it enables you to do it. Unless you are an industrial gripper and want a vacuum pump, or you want to use the carrier bag trick to do it on a shoestring, this is the best tool for the job.Get a grip, people. And a grip cone - this one does fine..."", '']",['5.0 out of 5 stars']
363,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'I bought this item predominantly for the bat (linseed) oil, however it also comes with a cloth, sandpaper, toe guards & glue, all of which are packed into a handy carrying case which fits comfortably and unobtrusively into a cricket bag. This is an essential for any cricketer wanting to keep his bat in tiptop condition and i would thoroughly recommend it to anyone.', '']",['5.0 out of 5 stars']
364,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Not GM tape. Generic chinese pvc tape. Won't bother commenting on function - it's straight up miss-sold."", '']",['5.0 out of 5 stars']
365,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Bought this to re-grip my cricket bat and found the task a lot harder than I expected. I appreciate this was partly due to my inexperience and re-gripping but the cone also didnt fit as smoothly on my bat handle. It felt uneven and I really had to press hard on top for it work as intended.I suppose some filing around the inside may resolve this but I didn't have the time or patience.Overall, it did do the job but not as easy as I had expected."", '']",['5.0 out of 5 stars']
366,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'Bought a couple of days ago and Can’t believe that the glue for the toes of the bat are out of date. The glue was manufactured on 09/2018 (September 2018) and the package says that the glue is it’s best 12 months after that date. Does that mean the glue I’m now using is not it’s best and not going to stick very well', '']",['5.0 out of 5 stars']
367,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'My son plays cricket frequently and often uses this mallet. He has no complaints about this item, which he has been using for many months now. Happy to recommend.', '']",['5.0 out of 5 stars']
368,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'This is a good solid cricket bat mallet ideal for knocking in any decent cricket bat prior to its first use. It is well constructed and heavy duty and i imagine that it should last for years.I have no hesitation in recommending this item.', '']",['5.0 out of 5 stars']
369,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'If you struggle to apply a cricket grip, you’ll probably still struggle to apply one !', '']",['5.0 out of 5 stars']
370,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'The oil, cloth and sandpaper worked well but the glue and rubber for the bottom of the bat didn’t work, followed the instructions and it came off before the game even started.', '']",['5.0 out of 5 stars']
371,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Having read some of the reviews it seems many have no idea as to how to use this kit.Oil - plenty big enough bottle.  Will last for years as you only need a tiny amount per application.Sandpaper - yes, it's rough.  It's meant to be.  It's not for the face of the bat but to rough up toe and rubber of toe guard to increase bonding.Glue - not wood glue.  Do not use on the bat face.  It's for bonding toe guard to toe.  Plus, follow the instructions else it won't be a great bond.The kit is what it is, useful but not mind-blowing."", '']",['5.0 out of 5 stars']
372,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""I mean, it's a gripping cone for a cricket bat. If you're reading this review, you probably know what this does, and you can rest assured it does it. Or rather, it enables you to do it. Unless you are an industrial gripper and want a vacuum pump, or you want to use the carrier bag trick to do it on a shoestring, this is the best tool for the job.Get a grip, people. And a grip cone - this one does fine..."", '']",['5.0 out of 5 stars']
373,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'I bought this item predominantly for the bat (linseed) oil, however it also comes with a cloth, sandpaper, toe guards & glue, all of which are packed into a handy carrying case which fits comfortably and unobtrusively into a cricket bag. This is an essential for any cricketer wanting to keep his bat in tiptop condition and i would thoroughly recommend it to anyone.', '']",['5.0 out of 5 stars']
374,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Not GM tape. Generic chinese pvc tape. Won't bother commenting on function - it's straight up miss-sold."", '']",['5.0 out of 5 stars']
375,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Bought this to re-grip my cricket bat and found the task a lot harder than I expected. I appreciate this was partly due to my inexperience and re-gripping but the cone also didnt fit as smoothly on my bat handle. It felt uneven and I really had to press hard on top for it work as intended.I suppose some filing around the inside may resolve this but I didn't have the time or patience.Overall, it did do the job but not as easy as I had expected."", '']",['5.0 out of 5 stars']
376,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'Bought a couple of days ago and Can’t believe that the glue for the toes of the bat are out of date. The glue was manufactured on 09/2018 (September 2018) and the package says that the glue is it’s best 12 months after that date. Does that mean the glue I’m now using is not it’s best and not going to stick very well', '']",['5.0 out of 5 stars']
377,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'My son plays cricket frequently and often uses this mallet. He has no complaints about this item, which he has been using for many months now. Happy to recommend.', '']",['5.0 out of 5 stars']
378,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'This is a good solid cricket bat mallet ideal for knocking in any decent cricket bat prior to its first use. It is well constructed and heavy duty and i imagine that it should last for years.I have no hesitation in recommending this item.', '']",['5.0 out of 5 stars']
379,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'If you struggle to apply a cricket grip, you’ll probably still struggle to apply one !', '']",['5.0 out of 5 stars']
380,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'The oil, cloth and sandpaper worked well but the glue and rubber for the bottom of the bat didn’t work, followed the instructions and it came off before the game even started.', '']",['5.0 out of 5 stars']
381,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Having read some of the reviews it seems many have no idea as to how to use this kit.Oil - plenty big enough bottle.  Will last for years as you only need a tiny amount per application.Sandpaper - yes, it's rough.  It's meant to be.  It's not for the face of the bat but to rough up toe and rubber of toe guard to increase bonding.Glue - not wood glue.  Do not use on the bat face.  It's for bonding toe guard to toe.  Plus, follow the instructions else it won't be a great bond.The kit is what it is, useful but not mind-blowing."", '']",['4.0 out of 5 stars']
382,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""I mean, it's a gripping cone for a cricket bat. If you're reading this review, you probably know what this does, and you can rest assured it does it. Or rather, it enables you to do it. Unless you are an industrial gripper and want a vacuum pump, or you want to use the carrier bag trick to do it on a shoestring, this is the best tool for the job.Get a grip, people. And a grip cone - this one does fine..."", '']",['4.0 out of 5 stars']
383,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'I bought this item predominantly for the bat (linseed) oil, however it also comes with a cloth, sandpaper, toe guards & glue, all of which are packed into a handy carrying case which fits comfortably and unobtrusively into a cricket bag. This is an essential for any cricketer wanting to keep his bat in tiptop condition and i would thoroughly recommend it to anyone.', '']",['4.0 out of 5 stars']
384,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Not GM tape. Generic chinese pvc tape. Won't bother commenting on function - it's straight up miss-sold."", '']",['4.0 out of 5 stars']
385,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Bought this to re-grip my cricket bat and found the task a lot harder than I expected. I appreciate this was partly due to my inexperience and re-gripping but the cone also didnt fit as smoothly on my bat handle. It felt uneven and I really had to press hard on top for it work as intended.I suppose some filing around the inside may resolve this but I didn't have the time or patience.Overall, it did do the job but not as easy as I had expected."", '']",['4.0 out of 5 stars']
386,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'Bought a couple of days ago and Can’t believe that the glue for the toes of the bat are out of date. The glue was manufactured on 09/2018 (September 2018) and the package says that the glue is it’s best 12 months after that date. Does that mean the glue I’m now using is not it’s best and not going to stick very well', '']",['4.0 out of 5 stars']
387,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'My son plays cricket frequently and often uses this mallet. He has no complaints about this item, which he has been using for many months now. Happy to recommend.', '']",['4.0 out of 5 stars']
388,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'This is a good solid cricket bat mallet ideal for knocking in any decent cricket bat prior to its first use. It is well constructed and heavy duty and i imagine that it should last for years.I have no hesitation in recommending this item.', '']",['4.0 out of 5 stars']
389,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'If you struggle to apply a cricket grip, you’ll probably still struggle to apply one !', '']",['4.0 out of 5 stars']
390,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'The oil, cloth and sandpaper worked well but the glue and rubber for the bottom of the bat didn’t work, followed the instructions and it came off before the game even started.', '']",['4.0 out of 5 stars']
391,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Having read some of the reviews it seems many have no idea as to how to use this kit.Oil - plenty big enough bottle.  Will last for years as you only need a tiny amount per application.Sandpaper - yes, it's rough.  It's meant to be.  It's not for the face of the bat but to rough up toe and rubber of toe guard to increase bonding.Glue - not wood glue.  Do not use on the bat face.  It's for bonding toe guard to toe.  Plus, follow the instructions else it won't be a great bond.The kit is what it is, useful but not mind-blowing."", '']",['2.0 out of 5 stars']
392,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""I mean, it's a gripping cone for a cricket bat. If you're reading this review, you probably know what this does, and you can rest assured it does it. Or rather, it enables you to do it. Unless you are an industrial gripper and want a vacuum pump, or you want to use the carrier bag trick to do it on a shoestring, this is the best tool for the job.Get a grip, people. And a grip cone - this one does fine..."", '']",['2.0 out of 5 stars']
393,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'I bought this item predominantly for the bat (linseed) oil, however it also comes with a cloth, sandpaper, toe guards & glue, all of which are packed into a handy carrying case which fits comfortably and unobtrusively into a cricket bag. This is an essential for any cricketer wanting to keep his bat in tiptop condition and i would thoroughly recommend it to anyone.', '']",['2.0 out of 5 stars']
394,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Not GM tape. Generic chinese pvc tape. Won't bother commenting on function - it's straight up miss-sold."", '']",['2.0 out of 5 stars']
395,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', ""Bought this to re-grip my cricket bat and found the task a lot harder than I expected. I appreciate this was partly due to my inexperience and re-gripping but the cone also didnt fit as smoothly on my bat handle. It felt uneven and I really had to press hard on top for it work as intended.I suppose some filing around the inside may resolve this but I didn't have the time or patience.Overall, it did do the job but not as easy as I had expected."", '']",['2.0 out of 5 stars']
396,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'Bought a couple of days ago and Can’t believe that the glue for the toes of the bat are out of date. The glue was manufactured on 09/2018 (September 2018) and the package says that the glue is it’s best 12 months after that date. Does that mean the glue I’m now using is not it’s best and not going to stick very well', '']",['2.0 out of 5 stars']
397,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'My son plays cricket frequently and often uses this mallet. He has no complaints about this item, which he has been using for many months now. Happy to recommend.', '']",['2.0 out of 5 stars']
398,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'This is a good solid cricket bat mallet ideal for knocking in any decent cricket bat prior to its first use. It is well constructed and heavy duty and i imagine that it should last for years.I have no hesitation in recommending this item.', '']",['2.0 out of 5 stars']
399,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'If you struggle to apply a cricket grip, you’ll probably still struggle to apply one !', '']",['2.0 out of 5 stars']
400,"['Gunn & Moore GM Cricket Wooden Bat Mallet, For Knocking In Cricket Bats']",['Read more'],"['', 'The oil, cloth and sandpaper worked well but the glue and rubber for the bottom of the bat didn’t work, followed the instructions and it came off before the game even started.', '']",['2.0 out of 5 stars']
401,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'Used on holiday by 7yrold to 70yr old and all used bat with ease.  Have not tried putting the stumps in the garden yet, but great value set for garden and holiday fun', '']",['5.0 out of 5 stars']
402,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', ""Handle separated from the body of the bat after 20 mins use.Poorly made, poor finish poor quality.Returned to the seller for a refund, sent back in good time, checking with RM it was signed for as received over two weeks ago and haven't heard a thing from the seller.No refund and no communications.Id recommend shopping elsewhere."", '']",['5.0 out of 5 stars']
403,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'My nine-year-old son loved it and lots of fun with the cricket set this summer', '']",['5.0 out of 5 stars']
404,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'Excellent good value and well made', '']",['5.0 out of 5 stars']
405,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', ""I have ordered this product for my nephew but the stumps came really small like a rolling pin and it was really very disappointing didn't expected this from amazon."", '']",['5.0 out of 5 stars']
406,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'My son is 11 and never played before so didn’t want to pay too expensive. Value for money and he enjoys using it', '']",['5.0 out of 5 stars']
407,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'loved it ,very good quality,had great fun with family.', '']",['5.0 out of 5 stars']
408,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'As described ideal for 7 to 10 year old.', '']",['5.0 out of 5 stars']
409,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'Good value for money ,not the best quality but ok for grandkids to have a bit of fun with.', '']",['5.0 out of 5 stars']
410,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'Damaged and very poor quality.  I returned it straight away and still waiting for refunds after16 days .', '']",['5.0 out of 5 stars']
411,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'Used on holiday by 7yrold to 70yr old and all used bat with ease.  Have not tried putting the stumps in the garden yet, but great value set for garden and holiday fun', '']",['1.0 out of 5 stars']
412,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', ""Handle separated from the body of the bat after 20 mins use.Poorly made, poor finish poor quality.Returned to the seller for a refund, sent back in good time, checking with RM it was signed for as received over two weeks ago and haven't heard a thing from the seller.No refund and no communications.Id recommend shopping elsewhere."", '']",['1.0 out of 5 stars']
413,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'My nine-year-old son loved it and lots of fun with the cricket set this summer', '']",['1.0 out of 5 stars']
414,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'Excellent good value and well made', '']",['1.0 out of 5 stars']
415,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', ""I have ordered this product for my nephew but the stumps came really small like a rolling pin and it was really very disappointing didn't expected this from amazon."", '']",['1.0 out of 5 stars']
416,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'My son is 11 and never played before so didn’t want to pay too expensive. Value for money and he enjoys using it', '']",['1.0 out of 5 stars']
417,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'loved it ,very good quality,had great fun with family.', '']",['1.0 out of 5 stars']
418,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'As described ideal for 7 to 10 year old.', '']",['1.0 out of 5 stars']
419,"['DIVCHI Cricket Set in Mesh Carry Bag, available in size 3, 5 Suitable for approximate ages 8-12 years']",['DIVCHI'],"['', 'Good value for money ,not the best quality but ok for grandkids to have a bit of fun with.', '']",['1.0 out of 5 stars']
